Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Eleição sem internet: Lula pede ao TSE para proibir vídeos durante eleições,AFP Checamos,https://checamos.afp.com/doc.afp.com.A7BG6T4,Falso,2026-04-09 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR8fgPCTDWfOgH9OESy9M7xi0iEv6ycj_SCMhOThGtpxw5EjL5M,"['Luiz Inácio Lula da Silva', 'Tribunal Superior Eleitoral', 'Eleição', 'Internet', 'Vídeo']"
"Em 2022, o TSE proibiu diminuir o preço dos combustiveis",AFP Checamos,https://checamos.afp.com/doc.afp.com.A3WV3T4,Falso,2026-03-19 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQtmiETqEmiSYB4uAJ957JNWge3JkJaYX5pTh_UhT1GRDPXMNCF,"['Tribunal Superior Eleitoral', 'Combustível', 'Preço', '2022']"
2022: Ministros do TSE consideram crime diminuir preço de combustível em ano eleitoral. 2026: Entenda o pacote de Lula para reduzir o preço do diesel,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/03/20/tse-nao-decidiu-que-reduzir-combustivel-em-ano-eleitoral-e-crime.ghtm,Distorcido,2026-03-20 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb87IvWN8DnvuAC4z5Q2xtKgfPD7madTRd08JeeLqjguQsnb0t,"['Combustível', 'Crime', 'Ministro do Tribunal Superior Eleitoral do Brasil', 'Eleição', 'Ministro', 'Luiz Inácio Lula da Silva', 'Diesel', '2022', '2026', 'Preço']"
"Eleitora diz que votaram em seu lugar nas eleições de 2022, quando estava fora do país.",Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-tse-contabilizou-voto-eleitora-ausente-2022/,falso,2026-01-16 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQioBcwD_3vB-l3eQK_KR5uOUWMfqS02YqWfMpwi-p3pFruXL7a,"['Eleitor', 'Eleição', '2022', 'Eleições presidenciais brasileiras, 2022']"
CNN noticiou que ex-assessor de Moraes entregou ao TSE imagens inéditas do 8 de Janeiro,Aos Fatos,https://www.aosfatos.org/noticias/cnn-nao-noticiou-que-imagens-ineditas-do-8-de-janeiro-estao-em-posse-de-tagliaferro/,falso,2025-09-17 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXkurbiw9WXTHBbm6XTVaVUBRCBpRdwB9bNfLIATDE3hXHbQgh,"['Alexandre de Moraes', 'CNN Brasil', 'Tribunal Superior Eleitoral', 'Janeiro', 'Ataques de 8 de janeiro em Brasília', 'Conselheiro']"
TSE: falsas pesquisas para tomada do poder no Brasil,AFP Checamos,https://checamos.afp.com/doc.afp.com.73C7463,Falso,2025-09-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTkN7sBTsvz8bANiB1W7N_Z-Q6YJmY7zqJk8vvpq-jBJs0ELfV3,"['Brasil', 'Tribunal Superior Eleitoral', 'Poder', 'Pará']"
"""Careca do INSS"" doou R$ 1 milhão para Jair Bolsonaro nas eleições de 2022",Estadão,https://www.estadao.com.br/estadao-verifica/site-do-tse-mostra-que-careca-do-inss-doou-r-1-a-campanha-de-bolsonaro-em-2022-e-nao-r-1-milhao/,Falso,2025-09-15 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTLPLz-1ehBRo7ne7-jbkkvAvmxFRWaIb78-P4S4tQ3XCguUIVo,"['Careca do INSS', 'Jair Bolsonaro', '2022', 'Eleição', 'Eleições presidenciais brasileiras, 2022']"
Luís Roberto Barroso e EUA agiram para comprar chips fraudulentos de Taiwan para roubar votos para Lula em 2022,Estadão,https://www.estadao.com.br/estadao-verifica/barroso-comprou-chips-adulterados-taiwan-roubar-votos-lula-falso/,Enganoso,2025-08-14 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTsQZK51XiX5p6nheDlDgjzfdadpgc1bwRJwmXKSrYEIUc3PTY5,"['Luís Roberto Barroso', 'Taiwan', 'Votação', 'Circuito integrado', 'Luiz Inácio Lula da Silva', '2022', 'Estados Unidos']"
"Barroso pagou R$ 9 milhões a partidos para derrubar a PEC do Voto Impresso, comprou microchips de Taiwan com milhões de votos para Lula e destruiu cerca de 200 mil urnas que escondiam provas da fraude eleitoral de 2022",Aos Fatos,https://www.aosfatos.org/noticias/video-mentiras-atuacao-barroso-tse-alegar-fraude-em-2022/,falso,2025-08-11 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_cIH6r_9H_m8HTmsB6XuCIlxl1U9qbR9SmXV9G4YICdFB88hS,"['Luís Roberto Barroso', 'Fraude', 'Eleição', 'Votação', 'Urna eleitoral', 'Luiz Inácio Lula da Silva', 'Fraude eleitoral', 'Comprovante de votação verificado pelo eleitor', 'Partido político']"
"Quando nós peticionamos o TSE sobre possíveis vulnerabilidades, no dia seguinte não foi acolhido, não se discute nada mais além disso, e nos surpreendeu uma multa de R$ 22 milhões. Essa multa nos abalou e, no nosso entendimento, se a gente viesse a recorrer da multa ou da petição a multa poderia ser agravada e outras coisas poderiam acontecer",Aos Fatos,https://www.aosfatos.org/noticias/no-stf-bolsonaro-mente-ao-responder-acusacoes-de-fraude-e-golpismo/,falso,2025-06-10 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtJfe5Q5m4K0MerercIal7vZboM6cACEou9CeDpdSLHc8K4DW2,"['Tribunal Superior Eleitoral', '2022', 'Multa', 'Abaixo-assinado', 'Compreensão']"
