Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Eleição sem internet: Lula pede ao TSE para proibir vídeos durante eleições,AFP Checamos,https://checamos.afp.com/doc.afp.com.A7BG6T4,Falso,2026-04-09 19:33:32,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR8fgPCTDWfOgH9OESy9M7xi0iEv6ycj_SCMhOThGtpxw5EjL5M,"['Luiz Inácio Lula da Silva', 'Tribunal Superior Eleitoral', 'Eleição', 'Internet', 'Vídeo']"
Lula pediu ao TSE que retirasse das redes o vídeo em que Moro defende a Lava Jato,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-pediu-tse-derrubasse-video-moro-defendendo-lava-jato/,falso,2024-11-01 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTMf8nWCs7LFQl1JmmF0yBkyQkKXchlJKiAJlggJsw83t6zqoG1,"['Sergio Moro', 'Luiz Inácio Lula da Silva', 'Tribunal Superior Eleitoral', 'Operação Lava Jato', 'Vídeo', 'Rede de computadores']"
"Em 2022, o TSE proibiu diminuir o preço dos combustiveis",AFP Checamos,https://checamos.afp.com/doc.afp.com.A3WV3T4,Falso,2026-03-19 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQtmiETqEmiSYB4uAJ957JNWge3JkJaYX5pTh_UhT1GRDPXMNCF,"['Tribunal Superior Eleitoral', 'Combustível', 'Preço', '2022']"
TSE foi hackeado por uma criança de 14 anos que filiou Lula ao PL,Estadão,https://www.estadao.com.br/estadao-verifica/sistema-tse-hackeado-crianca-14-anos/,Falso,2024-11-01 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSXlSdkNEdjfuAAarzkQVfFXAkuCi9OksdPhJgAPGC56G4DVjnq,"['Tribunal Superior Eleitoral', 'Luiz Inácio Lula da Silva', 'Partido Liberal', 'Criança']"
'TSE foi HAQUEADO por criança de 14 anos',UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/11/05/adolescente-nao-hackeou-tse-filiacao-lula-pl.htm,Falso,2024-11-05 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQo-NMNn_BapsdOb2vv8uokX3bJK0wTUyGQB4Fr_kTBYjCUc_BE,"['Tribunal Superior Eleitoral', 'Criança']"
TSE admite que o PCC tem sim uma ligação com o PT de Lula,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/tse-nao-admitiu-ligacao-entre-pt-e-pcc-diferentemente-do-que-sugere-video/,ENGANOSO: Não houve juízo de valor na decisão do Tribunal que negou exclusão de postagens de Bolsonaro com a acusação,2022-08-26 07:00:00,,"['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Tribunal Superior Eleitoral', 'Primeiro Comando da Capital', 'Luiz Inácio Lula da Silva']"
"TSE foi hackeado por um adolescente de 14 anos, que filiou Lula (PT) ao PL, partido de Jair Bolsonaro.",Aos Fatos,https://www.aosfatos.org/noticias/falso-adolescente-hackeou-sistema-filiacao-tse/,falso,2024-11-04 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSGzOm9gP1JOkDPPodt6wtK2GFKgj_os65qB-79oxDzT5OzbVok,"['Tribunal Superior Eleitoral', 'Partido Liberal', 'Luiz Inácio Lula da Silva', 'Partido político', 'Jair Bolsonaro', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Adolescência']"
Código em título de eleitor é propaganda pró-Lula do TSE,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/08/19/tse-nao-faz-propaganda-de-lula-em-codigo-de-autenticacao.htm,Falso,2022-08-19 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyDgpB1JwkpnB6MtpxstgqpF-l19IjOzvzFJGvkkZkCYKJZafQ,"['Luiz Inácio Lula da Silva', 'Tribunal Superior Eleitoral', 'Título de eleitor', 'Propaganda']"
Mensagens entre Moraes e engenheiro da Oracle provam que houve fraude nas eleições de 2022,Aos Fatos,https://www.aosfatos.org/noticias/falso-mensagens-moraes-engenheiro-oracle/,falso,2024-09-19 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTS4afV1hQFvut0HKpSxe7PwA65i_GgYXUODHPquUnWdj-gjd2R,"['Alexandre de Moraes', 'Eleição', 'Eleições presidenciais brasileiras, 2022', '2022', 'Fraude', 'Mensagem', 'Oracle Corporation']"
TSE cassa candidatura de Lula,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/justica-eleitoral-rejeitou-candidatura-de-lula-em-2018-nao-em-2022/,"ENGANOSO: Vídeo no TikTok enganou ao compartilhar, sem contexto, a notícia de que o TSE havia votado para excluir Lula das eleições. A notícia veiculada é de 2018.",2022-09-09 07:00:00,,"['Luiz Inácio Lula da Silva', 'Candidato', 'Tribunal Superior Eleitoral']"
"Com 97,63% das urnas apuradas, Bolsonaro estava com 55,38% dos votos, enquanto Lula tinha somente 35,80%",Estadão,https://www.estadao.com.br/estadao-verifica/bolsonaro-55-lula-35-fraude-eleitoral-enganoso/,Enganoso,2024-10-05 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ9w-VLrlKt84T1PJZwJpo1SrmowB9YrG7EH99cP7UjStN8WNHy,"['Jair Bolsonaro', 'Votação', 'Luiz Inácio Lula da Silva', 'Urna eleitoral', '1955', '1963']"
Título eleitoral tem propaganda para Lula,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-fez-propaganda-para-lula-em-titulo-de-eleitor/,falso,2022-08-11 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT2OM7POS2AHOs_dG96821gHkTwme1wJMraMvsZULKDg81y7-rr,"['Luiz Inácio Lula da Silva', 'Título de eleitor', 'Propaganda', 'Eleição']"
Lula recebeu votos de brancos e nulos em 2022,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-lula-tenha-recebido-votos-nulos-ou-em-branco-nas-eleicoes-de-2022/,Falso: Não há evidência de que a eleição de 2022 tenha sido fraudada. O TSE e observadores internacionais apontaram a lisura do processo eleitoral brasileiro.,2024-08-23 07:00:00,,"['Luiz Inácio Lula da Silva', 'Voto nulo', 'Votação', '2022']"
"Lula não pode ser diplomado por não ter ""certidões negativas""",AFP Checamos,https://checamos.afp.com/doc.afp.com.32NC76Q,Falso,2022-11-11 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSMS4NuItAPRv-tSrLjEqAkkJ5a82YlfThsKOhdQKKyKEdXBDIF,"['Luiz Inácio Lula da Silva', 'Diploma']"
Ministro Benedito Gonçalves aparece em foto com camiseta de Lula,Aos Fatos,https://www.aosfatos.org/noticias/e-montagem-foto-de-ministro-do-tse-com-blusa-de-lula/,falso,2022-09-16 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3XRntC8KnLzaZ7oNEIFkR3gcTJYIy_LjK1snGRxLbeWuZv9Nv,"['Luiz Inácio Lula da Silva', 'Ministro', 'Benedito Gonçalves', 'Fotografia', 'Camiseta']"
Justiça Eleitoral proibiu relacionar Lula a Maduro,AFP Checamos,https://checamos.afp.com/doc.afp.com.33J87YK,Falso,2023-06-12 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcROJmS0hxZdBpxeQMpdmVa1qRaDo9ySiFNuOkbrdO_JWquukAs2,"['Luiz Inácio Lula da Silva', 'Nicolás Maduro', 'Tribunal Superior Eleitoral', 'Eleição']"
